x	exact	n1	n2	n3	n4	n5	n8	n12	n20	n30	n50
0.130261	2.000000	0.244238	0.849695	1.629584	2.037795	2.177507	2.020996	1.933773	1.935127	1.950278	1.934130
0.132265	2.000000	0.247996	0.860780	1.645682	2.052535	2.188995	2.008988	1.941735	1.950400	1.962053	1.941684
0.134269	2.000000	0.251754	0.871804	1.661534	2.066871	2.200014	1.997225	1.949828	1.965762	1.973829	1.949365
0.136273	2.000000	0.255511	0.882768	1.677142	2.080808	2.210572	1.985731	1.957999	1.981121	1.985539	1.957130
0.138277	2.000000	0.259269	0.893671	1.692507	2.094348	2.220676	1.974528	1.966200	1.996387	1.997115	1.964935
0.140281	2.000000	0.263026	0.904514	1.707631	2.107497	2.230333	1.963636	1.974383	2.011476	2.008498	1.972741
0.142285	2.000000	0.266784	0.915298	1.722514	2.120258	2.239552	1.953074	1.982502	2.026306	2.019627	1.980508
0.144289	2.000000	0.270541	0.926020	1.737157	2.132636	2.248339	1.942859	1.990515	2.040800	2.030447	1.988201
0.146293	2.000000	0.274299	0.936683	1.751562	2.144635	2.256701	1.933007	1.998382	2.054884	2.040909	1.995785
0.148297	2.000000	0.278056	0.947285	1.765730	2.156258	2.264646	1.923531	2.006065	2.068490	2.050964	2.003228
0.150301	2.000000	0.281814	0.957827	1.779663	2.167510	2.272181	1.914445	2.013528	2.081554	2.060569	2.010499
0.152305	2.000000	0.285571	0.968309	1.793360	2.178395	2.279313	1.905759	2.020740	2.094017	2.069685	2.017571
0.154309	2.000000	0.289329	0.978731	1.806825	2.188916	2.286048	1.897483	2.027671	2.105825	2.078275	2.024417
0.156313	2.000000	0.293086	0.989092	1.820056	2.199078	2.292395	1.889626	2.034292	2.116929	2.086307	2.031015
0.158317	2.000000	0.296844	0.999394	1.833057	2.208885	2.298359	1.882196	2.040581	2.127284	2.093754	2.037341
0.160321	2.000000	0.300601	1.009634	1.845828	2.218340	2.303947	1.875199	2.046514	2.136850	2.100592	2.043376
0.162325	2.000000	0.304359	1.019815	1.858370	2.227447	2.309166	1.868640	2.052072	2.145594	2.106800	2.049102
0.164329	2.000000	0.308116	1.029936	1.870685	2.236211	2.314023	1.862522	2.057238	2.153486	2.112361	2.054503
0.166333	2.000000	0.311874	1.039996	1.882773	2.244636	2.318523	1.856849	2.061998	2.160502	2.117263	2.059564
0.168337	2.000000	0.315631	1.049996	1.894636	2.252724	2.322675	1.851624	2.066339	2.166621	2.121494	2.064274
0.170341	2.000000	0.319389	1.059936	1.906275	2.260480	2.326484	1.846846	2.070252	2.171829	2.125051	2.068621
0.172345	2.000000	0.323146	1.069815	1.917691	2.267908	2.329956	1.842516	2.073730	2.176116	2.127928	2.072596
0.174349	2.000000	0.326904	1.079634	1.928886	2.275012	2.333098	1.838633	2.076768	2.179476	2.130128	2.076193
0.176353	2.000000	0.330661	1.089393	1.939860	2.281795	2.335916	1.835196	2.079362	2.181908	2.131652	2.079406
0.178357	2.000000	0.334419	1.099092	1.950615	2.288262	2.338416	1.832201	2.081512	2.183414	2.132509	2.082229
0.180361	2.000000	0.338176	1.108730	1.961153	2.294415	2.340605	1.829647	2.083218	2.184003	2.132706	2.084662
0.182365	2.000000	0.341934	1.118309	1.971473	2.300259	2.342488	1.827528	2.084484	2.183685	2.132256	2.086702
0.184369	2.000000	0.345691	1.127827	1.981577	2.305797	2.344071	1.825840	2.085315	2.182475	2.131173	2.088349
0.186373	2.000000	0.349449	1.137285	1.991467	2.311034	2.345360	1.824578	2.085717	2.180393	2.129475	2.089605
0.188377	2.000000	0.353206	1.146682	2.001144	2.315972	2.346362	1.823735	2.085699	2.177459	2.127179	2.090473
0.190381	2.000000	0.356964	1.156019	2.010609	2.320615	2.347081	1.823306	2.085270	2.173701	2.124308	2.090957
0.192385	2.000000	0.360721	1.165297	2.019863	2.324968	2.347524	1.823283	2.084441	2.169146	2.120884	2.091060
0.194389	2.000000	0.364479	1.174513	2.028907	2.329034	2.347696	1.823658	2.083226	2.163825	2.116933	2.090791
0.196393	2.000000	0.368236	1.183670	2.037743	2.332816	2.347603	1.824423	2.081637	2.157774	2.112480	2.090155
0.198397	2.000000	0.371994	1.192766	2.046371	2.336318	2.347250	1.825569	2.079691	2.151028	2.107555	2.089161
0.200401	2.000000	0.375752	1.201802	2.054793	2.339543	2.346644	1.827088	2.077402	2.143626	2.102185	2.087817
0.202405	2.000000	0.379509	1.210778	2.063010	2.342496	2.345788	1.828969	2.074788	2.135610	2.096403	2.086135
0.204409	2.000000	0.383267	1.219694	2.071024	2.345179	2.344689	1.831203	2.071868	2.127021	2.090239	2.084124
0.206413	2.000000	0.387024	1.228549	2.078834	2.347596	2.343353	1.833780	2.068659	2.117905	2.083726	2.081796
0.208417	2.000000	0.390782	1.237344	2.086444	2.349752	2.341783	1.836688	2.065181	2.108307	2.076896	2.079164
0.210421	2.000000	0.394539	1.246079	2.093853	2.351648	2.339986	1.839918	2.061454	2.098274	2.069784	2.076239
0.212425	2.000000	0.398297	1.254754	2.101063	2.353289	2.337966	1.843457	2.057498	2.087853	2.062424	2.073037
0.214429	2.000000	0.402054	1.263368	2.108076	2.354678	2.335729	1.847294	2.053335	2.077095	2.054850	2.069571
0.216433	2.000000	0.405812	1.271923	2.114891	2.355819	2.333279	1.851418	2.048985	2.066047	2.047097	2.065856
0.218437	2.000000	0.409569	1.280417	2.121512	2.356715	2.330622	1.855816	2.044471	2.054760	2.039199	2.061907
0.220441	2.000000	0.413327	1.288850	2.127938	2.357369	2.327762	1.860476	2.039813	2.043283	2.031191	2.057739
0.222445	2.000000	0.417084	1.297224	2.134171	2.357785	2.324704	1.865387	2.035033	2.031666	2.023107	2.053370
0.224449	2.000000	0.420842	1.305537	2.140212	2.357966	2.321454	1.870535	2.030153	2.019959	2.014981	2.048816
0.226453	2.000000	0.424599	1.313790	2.146062	2.357916	2.318015	1.875908	2.025195	2.008211	2.006847	2.044092
0.228457	2.000000	0.428357	1.321983	2.151723	2.357637	2.314392	1.881494	2.020180	1.996471	1.998737	2.039218
0.230461	2.000000	0.432114	1.330115	2.157196	2.357134	2.310590	1.887278	2.015130	1.984787	1.990684	2.034209
0.232465	2.000000	0.435872	1.338187	2.162481	2.356409	2.306614	1.893250	2.010065	1.973205	1.982719	2.029084
0.234469	2.000000	0.439629	1.346199	2.167580	2.355466	2.302467	1.899395	2.005006	1.961772	1.974873	2.023860
0.236473	2.000000	0.443387	1.354151	2.172495	2.354308	2.298155	1.905701	1.999974	1.950532	1.967176	2.018556
0.238477	2.000000	0.447144	1.362043	2.177226	2.352938	2.293682	1.912154	1.994988	1.939530	1.959656	2.013190
0.240481	2.000000	0.450902	1.369874	2.181775	2.351360	2.289052	1.918742	1.990067	1.928807	1.952341	2.007779
0.242485	2.000000	0.454659	1.377645	2.186143	2.349576	2.284269	1.925453	1.985231	1.918403	1.945257	2.002342
0.244489	2.000000	0.458417	1.385356	2.190330	2.347590	2.279338	1.932272	1.980497	1.908358	1.938430	1.996897
0.246493	2.000000	0.462174	1.393006	2.194339	2.345406	2.274262	1.939187	1.975883	1.898708	1.931882	1.991462
0.248497	2.000000	0.465932	1.400597	2.198170	2.343025	2.269047	1.946185	1.971405	1.889489	1.925638	1.986055
0.250501	2.000000	0.469689	1.408127	2.201825	2.340452	2.263695	1.953253	1.967081	1.880733	1.919717	1.980695
0.252505	2.000000	0.473447	1.415597	2.205304	2.337690	2.258211	1.960379	1.962924	1.872472	1.914140	1.975398
0.254509	2.000000	0.477204	1.423006	2.208610	2.334741	2.252598	1.967551	1.958950	1.864733	1.908925	1.970182
0.256513	2.000000	0.480962	1.430356	2.211742	2.331608	2.246862	1.974754	1.955172	1.857545	1.904088	1.965065
0.258517	2.000000	0.484719	1.437645	2.214703	2.328296	2.241004	1.981979	1.951603	1.850931	1.899644	1.960064
0.260521	2.000000	0.488477	1.444874	2.217494	2.324806	2.235031	1.989211	1.948255	1.844913	1.895607	1.955194
0.262525	2.000000	0.492234	1.452042	2.220115	2.321142	2.228944	1.996439	1.945139	1.839511	1.891989	1.950473
0.264529	2.000000	0.495992	1.459151	2.222568	2.317307	2.222748	2.003651	1.942264	1.834741	1.888800	1.945917
0.266533	2.000000	0.499749	1.466199	2.224854	2.313304	2.216446	2.010836	1.939641	1.830620	1.886050	1.941541
0.268537	2.000000	0.503507	1.473187	2.226974	2.309136	2.210042	2.017982	1.937277	1.827158	1.883744	1.937359
0.270541	2.000000	0.507265	1.480115	2.228929	2.304805	2.203539	2.025076	1.935179	1.824367	1.881890	1.933388
0.272545	2.000000	0.511022	1.486982	2.230722	2.300315	2.196942	2.032109	1.933354	1.822253	1.880490	1.929639
0.274549	2.000000	0.514780	1.493789	2.232352	2.295669	2.190253	2.039069	1.931807	1.820821	1.879548	1.926128
0.276553	2.000000	0.518537	1.500536	2.233821	2.290870	2.183475	2.045945	1.930542	1.820075	1.879063	1.922866
0.278557	2.000000	0.522295	1.507223	2.235131	2.285920	2.176613	2.052728	1.929563	1.820013	1.879037	1.919866
0.280561	2.000000	0.526052	1.513849	2.236281	2.280822	2.169669	2.059405	1.928872	1.820635	1.879465	1.917139
0.282565	2.000000	0.529810	1.520416	2.237275	2.275579	2.162646	2.065968	1.928471	1.821935	1.880345	1.914697
0.284569	2.000000	0.533567	1.526922	2.238112	2.270195	2.155549	2.072406	1.928359	1.823906	1.881672	1.912548
0.286573	2.000000	0.537325	1.533367	2.238794	2.264671	2.148379	2.078709	1.928537	1.826539	1.883438	1.910702
0.288577	2.000000	0.541082	1.539753	2.239322	2.259011	2.141140	2.084869	1.929003	1.829824	1.885637	1.909168
0.290581	2.000000	0.544840	1.546078	2.239698	2.253218	2.133835	2.090877	1.929755	1.833746	1.888258	1.907953
0.292585	2.000000	0.548597	1.552343	2.239922	2.247294	2.126467	2.096722	1.930790	1.838290	1.891292	1.907064
0.294589	2.000000	0.552355	1.558548	2.239995	2.241242	2.119040	2.102397	1.932102	1.843439	1.894726	1.906505
0.296593	2.000000	0.556112	1.564693	2.239920	2.235064	2.111555	2.107893	1.933689	1.849173	1.898548	1.906283
0.298597	2.000000	0.559870	1.570777	2.239697	2.228764	2.104015	2.113202	1.935543	1.855470	1.902743	1.906401
0.300601	2.000000	0.563627	1.576801	2.239327	2.222344	2.096425	2.118316	1.937658	1.862308	1.907296	1.906862
0.302605	2.000000	0.567385	1.582765	2.238811	2.215807	2.088785	2.123228	1.940027	1.869662	1.912191	1.907668
0.304609	2.000000	0.571142	1.588668	2.238151	2.209155	2.081100	2.127930	1.942641	1.877506	1.917412	1.908819
0.306613	2.000000	0.574900	1.594512	2.237348	2.202392	2.073371	2.132416	1.945491	1.885811	1.922939	1.910316
0.308617	2.000000	0.578657	1.600295	2.236403	2.195519	2.065602	2.136678	1.948568	1.894549	1.928753	1.912156
0.310621	2.000000	0.582415	1.606018	2.235318	2.188540	2.057794	2.140710	1.951862	1.903689	1.934836	1.914338
0.312625	2.000000	0.586172	1.611680	2.234092	2.181456	2.049951	2.144507	1.955361	1.913200	1.941166	1.916859
0.314629	2.000000	0.589930	1.617283	2.232728	2.174271	2.042075	2.148061	1.959055	1.923048	1.947722	1.919713
0.316633	2.000000	0.593687	1.622825	2.231227	2.166987	2.034168	2.151368	1.962929	1.933199	1.954483	1.922896
0.318637	2.000000	0.597445	1.628307	2.229590	2.159607	2.026233	2.154423	1.966973	1.943621	1.961426	1.926400
0.320641	2.000000	0.601202	1.633728	2.227818	2.152133	2.018272	2.157219	1.971172	1.954276	1.968529	1.930218
0.322645	2.000000	0.604960	1.639090	2.225913	2.144568	2.010288	2.159753	1.975512	1.965129	1.975768	1.934340
0.324649	2.000000	0.608717	1.644391	2.223875	2.136913	2.002282	2.162021	1.979981	1.976143	1.983120	1.938758
0.326653	2.000000	0.612475	1.649632	2.221706	2.129173	1.994258	2.164017	1.984562	1.987281	1.990561	1.943459
0.328657	2.000000	0.616232	1.654813	2.219406	2.121348	1.986216	2.165738	1.989241	1.998507	1.998067	1.948431
0.330661	2.000000	0.619990	1.659933	2.216978	2.113442	1.978160	2.167181	1.994002	2.009783	2.005613	1.953662
0.332665	2.000000	0.623747	1.664993	2.214422	2.105457	1.970092	2.168342	1.998830	2.021070	2.013177	1.959137
0.334669	2.000000	0.627505	1.669993	2.211739	2.097395	1.962013	2.169219	2.003709	2.032331	2.020732	1.964841
0.336673	2.000000	0.631263	1.674933	2.208931	2.089258	1.953925	2.169808	2.008622	2.043530	2.028256	1.970757
0.338677	2.000000	0.635020	1.679813	2.205999	2.081050	1.945831	2.170107	2.013553	2.054628	2.035723	1.976869
0.340681	2.000000	0.638778	1.684632	2.202944	2.072772	1.937733	2.170114	2.018486	2.065589	2.043110	1.983157
0.342685	2.000000	0.642535	1.689391	2.199768	2.064427	1.929632	2.169827	2.023404	2.076376	2.050394	1.989603
0.344689	2.000000	0.646293	1.694090	2.196470	2.056017	1.921531	2.169245	2.028289	2.086953	2.057549	1.996187
0.346693	2.000000	0.650050	1.698728	2.193054	2.047544	1.913430	2.168367	2.033126	2.097285	2.064554	2.002887
0.348697	2.000000	0.653808	1.703306	2.189519	2.039011	1.905333	2.167190	2.037897	2.107337	2.071385	2.009683
0.350701	2.000000	0.657565	1.707824	2.185867	2.030420	1.897240	2.165715	2.042585	2.117075	2.078021	2.016552
0.352705	2.000000	0.661323	1.712282	2.182099	2.021773	1.889154	2.163941	2.047174	2.126466	2.084438	2.023470
0.354709	2.000000	0.665080	1.716680	2.178217	2.013072	1.881076	2.161867	2.051647	2.135478	2.090615	2.030414
0.356713	2.000000	0.668838	1.721017	2.174221	2.004319	1.873008	2.159495	2.055987	2.144080	2.096532	2.037359
0.358717	2.000000	0.672595	1.725294	2.170113	1.995517	1.864951	2.156823	2.060178	2.152242	2.102168	2.044281
0.360721	2.000000	0.676353	1.729511	2.165893	1.986668	1.856907	2.153853	2.064203	2.159935	2.107504	2.051155
0.362725	2.000000	0.680110	1.733668	2.161564	1.977775	1.848878	2.150585	2.068047	2.167132	2.112520	2.057953
0.364729	2.000000	0.683868	1.737764	2.157126	1.968838	1.840865	2.147021	2.071694	2.173807	2.117198	2.064650
0.366733	2.000000	0.687625	1.741800	2.152581	1.959860	1.832869	2.143161	2.075127	2.179935	2.121520	2.071220
0.368737	2.000000	0.691383	1.745776	2.147930	1.950844	1.824892	2.139007	2.078333	2.185493	2.125471	2.077635
0.370741	2.000000	0.695140	1.749692	2.143173	1.941792	1.816935	2.134562	2.081296	2.190458	2.129033	2.083869
0.372745	2.000000	0.698898	1.753547	2.138312	1.932704	1.809000	2.129826	2.084001	2.194811	2.132192	2.089894
0.374749	2.000000	0.702655	1.757342	2.133349	1.923585	1.801089	2.124802	2.086435	2.198532	2.134933	2.095685
0.376754	2.000000	0.706413	1.761077	2.128284	1.914435	1.793201	2.119493	2.088584	2.201605	2.137243	2.101213
0.378758	2.000000	0.710170	1.764752	2.123118	1.905256	1.785339	2.113901	2.090434	2.204013	2.139109	2.106452
0.380762	2.000000	0.713928	1.768366	2.117853	1.896051	1.777504	2.108028	2.091973	2.205744	2.140520	2.111375
0.382766	2.000000	0.717685	1.771921	2.112491	1.886822	1.769697	2.101879	2.093189	2.206784	2.141465	2.115957
0.384770	2.000000	0.721443	1.775415	2.107031	1.877570	1.761919	2.095456	2.094069	2.207124	2.141934	2.120170
0.386774	2.000000	0.725200	1.778848	2.101476	1.868298	1.754171	2.088763	2.094603	2.206754	2.141918	2.123990
0.388778	2.000000	0.728958	1.782222	2.095827	1.859006	1.746454	2.081804	2.094779	2.205667	2.141410	2.127392
0.390782	2.000000	0.732715	1.785535	2.090084	1.849699	1.738770	2.074581	2.094588	2.203858	2.140402	2.130350
0.392786	2.000000	0.736473	1.788788	2.084249	1.840376	1.731120	2.067100	2.094020	2.201323	2.138889	2.132843
0.394790	2.000000	0.740230	1.791981	2.078324	1.831040	1.723504	2.059364	2.093067	2.198061	2.136865	2.134846
0.396794	2.000000	0.743988	1.795113	2.072308	1.821693	1.715923	2.051378	2.091719	2.194071	2.134327	2.136337
0.398798	2.000000	0.747745	1.798186	2.066204	1.812337	1.708379	2.043146	2.089969	2.189354	2.131271	2.137296
0.400802	2.000000	0.751503	1.801198	2.060013	1.802974	1.700872	2.034674	2.087810	2.183914	2.127695	2.137702
0.402806	2.000000	0.755261	1.804149	2.053736	1.793604	1.693403	2.025965	2.085236	2.177755	2.123599	2.137536
0.404810	2.000000	0.759018	1.807041	2.047374	1.784231	1.685973	2.017025	2.082241	2.170884	2.118981	2.136780
0.406814	2.000000	0.762776	1.809872	2.040928	1.774856	1.678583	2.007859	2.078820	2.163308	2.113842	2.135417
0.408818	2.000000	0.766533	1.812643	2.034399	1.765480	1.671234	1.998472	2.074969	2.155037	2.108184	2.133433
0.410822	2.000000	0.770291	1.815354	2.027789	1.756106	1.663926	1.988870	2.070683	2.146082	2.102010	2.130811
0.412826	2.000000	0.774048	1.818005	2.021099	1.746734	1.656660	1.979059	2.065960	2.136456	2.095322	2.127541
0.414830	2.000000	0.777806	1.820595	2.014330	1.737367	1.649437	1.969043	2.060798	2.126171	2.088125	2.123610
0.416834	2.000000	0.781563	1.823125	2.007483	1.728007	1.642257	1.958829	2.055195	2.115244	2.080424	2.119009
0.418838	2.000000	0.785321	1.825595	2.000560	1.718655	1.635121	1.948423	2.049149	2.103690	2.072224	2.113729
0.420842	2.000000	0.789078	1.828005	1.993561	1.709312	1.628031	1.937830	2.042662	2.091527	2.063532	2.107763
0.422846	2.000000	0.792836	1.830354	1.986488	1.699981	1.620985	1.927057	2.035733	2.078775	2.054357	2.101107
0.424850	2.000000	0.796593	1.832643	1.979341	1.690663	1.613986	1.916110	2.028363	2.065454	2.044704	2.093756
0.426854	2.000000	0.800351	1.834872	1.972123	1.681359	1.607033	1.904995	2.020555	2.051584	2.034585	2.085710
0.428858	2.000000	0.804108	1.837041	1.964835	1.672071	1.600127	1.893719	2.012310	2.037187	2.024007	2.076968
0.430862	2.000000	0.807866	1.839149	1.957476	1.662800	1.593268	1.882287	2.003633	2.022287	2.012982	2.067531
0.432866	2.000000	0.811623	1.841197	1.950050	1.653549	1.586457	1.870707	1.994527	2.006907	2.001520	2.057404
0.434870	2.000000	0.815381	1.843185	1.942556	1.644319	1.579695	1.858985	1.984996	1.991073	1.989633	2.046591
0.436874	2.000000	0.819138	1.845113	1.934997	1.635110	1.572981	1.847128	1.975046	1.974809	1.977332	2.035100
0.438878	2.000000	0.822896	1.846981	1.927372	1.625926	1.566317	1.835143	1.964683	1.958142	1.964631	2.022939
0.440882	2.000000	0.826653	1.848788	1.919685	1.616766	1.559702	1.823035	1.953913	1.941098	1.951542	2.010119
0.442886	2.000000	0.830411	1.850535	1.911934	1.607633	1.553136	1.810812	1.942744	1.923704	1.938078	1.996652
0.444890	2.000000	0.834168	1.852221	1.904123	1.598528	1.546622	1.798482	1.931182	1.905988	1.924255	1.982551
0.446894	2.000000	0.837926	1.853848	1.896252	1.589452	1.540157	1.786049	1.919237	1.887978	1.910086	1.967834
0.448898	2.000000	0.841683	1.855414	1.888322	1.580407	1.533743	1.773523	1.906917	1.869702	1.895587	1.952517
0.450902	2.000000	0.845441	1.856920	1.880334	1.571394	1.527380	1.760908	1.894233	1.851188	1.880772	1.936619
0.452906	2.000000	0.849198	1.858366	1.872290	1.562415	1.521069	1.748213	1.881192	1.832464	1.865657	1.920161
0.454910	2.000000	0.852956	1.859752	1.864191	1.553470	1.514809	1.735445	1.867808	1.813560	1.850258	1.903165
0.456914	2.000000	0.856713	1.861077	1.856037	1.544561	1.508600	1.722609	1.854089	1.794503	1.834591	1.885655
0.458918	2.000000	0.860471	1.862342	1.847831	1.535690	1.502443	1.709714	1.840049	1.775322	1.818672	1.867655
0.460922	2.000000	0.864228	1.863547	1.839573	1.526858	1.496338	1.696765	1.825699	1.756045	1.802519	1.849193
0.462926	2.000000	0.867986	1.864691	1.831265	1.518066	1.490285	1.683771	1.811051	1.736699	1.786147	1.830296
0.464930	2.000000	0.871743	1.865776	1.822907	1.509314	1.484284	1.670738	1.796119	1.717314	1.769574	1.810994
0.466934	2.000000	0.875501	1.866800	1.814502	1.500606	1.478335	1.657672	1.780915	1.697915	1.752816	1.791315
0.468938	2.000000	0.879259	1.867764	1.806049	1.491941	1.472439	1.644581	1.765454	1.678530	1.735891	1.771293
0.470942	2.000000	0.883016	1.868667	1.797551	1.483321	1.466594	1.631471	1.749750	1.659184	1.718816	1.750958
0.472946	2.000000	0.886774	1.869511	1.789008	1.474747	1.460802	1.618350	1.733817	1.639904	1.701607	1.730344
0.474950	2.000000	0.890531	1.870294	1.780421	1.466220	1.455063	1.605223	1.717670	1.620714	1.684283	1.709486
0.476954	2.000000	0.894289	1.871017	1.771793	1.457741	1.449375	1.592099	1.701323	1.601639	1.666861	1.688416
0.478958	2.000000	0.898046	1.871679	1.763124	1.449312	1.443740	1.578982	1.684793	1.582702	1.649356	1.667171
0.480962	2.000000	0.901804	1.872282	1.754415	1.440934	1.438157	1.565881	1.668094	1.563926	1.631787	1.645786
0.482966	2.000000	0.905561	1.872824	1.745667	1.432607	1.432625	1.552801	1.651243	1.545334	1.614171	1.624297
0.484970	2.000000	0.909319	1.873306	1.736882	1.424333	1.427146	1.539750	1.634256	1.526945	1.596524	1.602739
0.486974	2.000000	0.913076	1.873727	1.728061	1.416113	1.421719	1.526732	1.617148	1.508781	1.578863	1.581151
0.488978	2.000000	0.916834	1.874089	1.719204	1.407947	1.416343	1.513756	1.599937	1.490861	1.561204	1.559567
0.490982	2.000000	0.920591	1.874390	1.710314	1.399838	1.411019	1.500826	1.582638	1.473202	1.543564	1.538023
0.492986	2.000000	0.924349	1.874631	1.701392	1.391785	1.405747	1.487950	1.565268	1.455823	1.525959	1.516557
0.494990	2.000000	0.928106	1.874812	1.692437	1.383790	1.400526	1.475133	1.547843	1.438738	1.508404	1.495202
0.496994	2.000000	0.931864	1.874932	1.683453	1.375854	1.395355	1.462382	1.530381	1.421963	1.490916	1.473995
0.498998	2.000000	0.935621	1.874992	1.674439	1.367978	1.390236	1.449701	1.512898	1.405513	1.473510	1.452970
0.501002	1.000000	0.939379	1.874992	1.665398	1.360162	1.385167	1.437098	1.495411	1.389399	1.456200	1.432160
0.503006	1.000000	0.943136	1.874932	1.656330	1.352408	1.380149	1.424578	1.477936	1.373633	1.439003	1.411599
0.505010	1.000000	0.946894	1.874812	1.647236	1.344717	1.375181	1.412146	1.460490	1.358227	1.421931	1.391318
0.507014	1.000000	0.950651	1.874631	1.638118	1.337089	1.370262	1.399809	1.443089	1.343188	1.405000	1.371348
0.509018	1.000000	0.954409	1.874390	1.628977	1.329525	1.365394	1.387570	1.425750	1.328526	1.388223	1.351720
0.511022	1.000000	0.958166	1.874089	1.619814	1.322026	1.360574	1.375437	1.408488	1.314248	1.371614	1.332462
0.513026	1.000000	0.961924	1.873727	1.610630	1.314593	1.355804	1.363414	1.391321	1.300360	1.355186	1.313601
0.515030	1.000000	0.965681	1.873306	1.601426	1.307227	1.351082	1.351505	1.374265	1.286865	1.338951	1.295163
0.517034	1.000000	0.969439	1.872824	1.592204	1.299928	1.346409	1.339717	1.357333	1.273769	1.322923	1.277171
0.519038	1.000000	0.973196	1.872282	1.582965	1.292698	1.341783	1.328053	1.340543	1.261073	1.307113	1.259650
0.521042	1.000000	0.976954	1.871679	1.573710	1.285536	1.337205	1.316519	1.323910	1.248779	1.291532	1.242618
0.523046	1.000000	0.980711	1.871017	1.564441	1.278444	1.332675	1.305119	1.307448	1.236887	1.276192	1.226097
0.525050	1.000000	0.984469	1.870294	1.555157	1.271423	1.328191	1.293857	1.291172	1.225397	1.261104	1.210102
0.527054	1.000000	0.988226	1.869511	1.545861	1.264473	1.323754	1.282739	1.275097	1.214307	1.246279	1.194649
0.529058	1.000000	0.991984	1.868667	1.536554	1.257595	1.319363	1.271767	1.259237	1.203614	1.231725	1.179753
0.531062	1.000000	0.995741	1.867764	1.527237	1.250789	1.315018	1.260947	1.243604	1.193315	1.217452	1.165423
0.533066	1.000000	0.999499	1.866800	1.517911	1.244057	1.310718	1.250281	1.228213	1.183404	1.203471	1.151671
0.535070	1.000000	1.003257	1.865776	1.508577	1.237398	1.306462	1.239774	1.213077	1.173878	1.189788	1.138503
0.537074	1.000000	1.007014	1.864691	1.499237	1.230813	1.302252	1.229430	1.198208	1.164729	1.176414	1.125925
0.539078	1.000000	1.010772	1.863547	1.489891	1.224304	1.298085	1.219251	1.183618	1.155950	1.163354	1.113940
0.541082	1.000000	1.014529	1.862342	1.480541	1.217870	1.293961	1.209241	1.169318	1.147534	1.150617	1.102549
0.543086	1.000000	1.018287	1.861077	1.471189	1.211513	1.289881	1.199404	1.155320	1.139472	1.138210	1.091753
0.545090	1.000000	1.022044	1.859752	1.461834	1.205232	1.285843	1.189742	1.141635	1.131754	1.126138	1.081547
0.547094	1.000000	1.025802	1.858366	1.452479	1.199028	1.281847	1.180258	1.128273	1.124372	1.114408	1.071929
0.549098	1.000000	1.029559	1.856920	1.443125	1.192902	1.277893	1.170954	1.115242	1.117314	1.103025	1.062891
0.551102	1.000000	1.033317	1.855414	1.433772	1.186854	1.273980	1.161835	1.102554	1.110571	1.091995	1.054424
0.553106	1.000000	1.037074	1.853848	1.424423	1.180885	1.270107	1.152901	1.090216	1.104130	1.081322	1.046519
0.555110	1.000000	1.040832	1.852221	1.415078	1.174995	1.266274	1.144155	1.078236	1.097980	1.071009	1.039163
0.557114	1.000000	1.044589	1.850535	1.405738	1.169184	1.262481	1.135599	1.066622	1.092110	1.061061	1.032343
0.559118	1.000000	1.048347	1.848788	1.396404	1.163454	1.258727	1.127235	1.055381	1.086506	1.051482	1.026044
0.561122	1.000000	1.052104	1.846981	1.387079	1.157804	1.255012	1.119065	1.044519	1.081157	1.042272	1.020249
0.563126	1.000000	1.055862	1.845113	1.377762	1.152234	1.251334	1.111091	1.034043	1.076049	1.033436	1.014940
0.565130	1.000000	1.059619	1.843185	1.368456	1.146746	1.247694	1.103313	1.023957	1.071171	1.024974	1.010097
0.567134	1.000000	1.063377	1.841197	1.359160	1.141339	1.244090	1.095734	1.014266	1.066509	1.016888	1.005701
0.569138	1.000000	1.067134	1.839149	1.349878	1.136014	1.240523	1.088354	1.004975	1.062051	1.009178	1.001728
0.571142	1.000000	1.070892	1.837041	1.340609	1.130771	1.236992	1.081174	0.996086	1.057784	1.001846	0.998158
0.573146	1.000000	1.074649	1.834872	1.331355	1.125611	1.233495	1.074196	0.987602	1.053696	0.994892	0.994967
0.575150	1.000000	1.078407	1.832643	1.322117	1.120533	1.230034	1.067419	0.979527	1.049774	0.988314	0.992130
0.577154	1.000000	1.082164	1.830354	1.312896	1.115538	1.226606	1.060845	0.971861	1.046005	0.982111	0.989624
0.579158	1.000000	1.085922	1.828005	1.303694	1.110627	1.223212	1.054474	0.964606	1.042379	0.976283	0.987424
0.581162	1.000000	1.089679	1.825595	1.294511	1.105798	1.219851	1.048305	0.957763	1.038884	0.970828	0.985505
0.583166	1.000000	1.093437	1.823125	1.285349	1.101054	1.216522	1.042340	0.951330	1.035508	0.965743	0.983842
0.585170	1.000000	1.097194	1.820595	1.276209	1.096393	1.213224	1.036577	0.945307	1.032241	0.961025	0.982410
0.587174	1.000000	1.100952	1.818005	1.267093	1.091816	1.209958	1.031017	0.939694	1.029072	0.956671	0.981186
0.589178	1.000000	1.104709	1.815354	1.258001	1.087323	1.206723	1.025659	0.934488	1.025992	0.952677	0.980143
0.591182	1.000000	1.108467	1.812643	1.248934	1.082914	1.203517	1.020503	0.929687	1.022991	0.949040	0.979260
0.593186	1.000000	1.112224	1.809872	1.239894	1.078590	1.200341	1.015548	0.925287	1.020061	0.945755	0.978513
